"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-08","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-09","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-10","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-11","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-12","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-13","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-14","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-15","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-16","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-17","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-18","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-19","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-20","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-21","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
"country/BRA","BR","Brazil","CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased","2020-02-22","WHO_COVID19","https://data.who.int/dashboards/covid19/data?n=c","","","",0,"Cumulative Count of COVID-19 Deaths"
