"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-01","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",69477898,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-02","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",70685368,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-03","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",71245492,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-04","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",71961789,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-05","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",72586950,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-06","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",72811509,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-07","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",73614079,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-08","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",74920113,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-09","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",76117123,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-10","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",77243101,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-11","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",78471914,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-12","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",79118243,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-13","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",79466212,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-14","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",80577338,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-15","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",81940689,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-16","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",83181485,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-17","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",85441106,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-18","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",87160471,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-19","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",88108418,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-20","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",88570223,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-21","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",90013336,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-22","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",91420290,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-23","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",92782243,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-24","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",94322179,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-25","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",95764065,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-26","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",96545254,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-27","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",96789753,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-28","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",97929680,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-29","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",99828676,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-06-30","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",101167462,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-01","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",102561737,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-02","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",104047565,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-03","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",104753510,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-04","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",105097389,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-05","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",106696625,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-06","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",108247755,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-07","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",109976127,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-08","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",111573265,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-09","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",112999344,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-10","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",113929447,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-11","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",114350128,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-12","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",115654260,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-13","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",117154411,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-14","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",118689127,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-15","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",120155331,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-16","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",121651233,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-17","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",122615695,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-18","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",122859535,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-19","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",124433796,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-20","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",126315897,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-21","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",128199383,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-22","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",130131385,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-23","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",131858906,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-24","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",132812191,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-25","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",133139145,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-26","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",134540217,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-27","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",136158369,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-28","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",137944954,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-29","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",139483586,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-30","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",141319627,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-07-31","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",142301917,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-01","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",142598659,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-02","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",143762758,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-03","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",145618595,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-04","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",148054492,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-05","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",149763010,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-06","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",151506191,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-07","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",152313188,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-08","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",152680029,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-09","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",154190964,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-10","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",156399040,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-11","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",158422879,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-12","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",160674246,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-13","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",162832096,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-14","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",164215233,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-15","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",164680217,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-16","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",166750328,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-17","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",169753003,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-18","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",171741149,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-19","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",174263122,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-20","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",176376890,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-21","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",177587502,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-22","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",178173214,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-23","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",180251675,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-24","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",182654763,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-25","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",184707573,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-26","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",186102952,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-27","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",188045400,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-28","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",189376018,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-29","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",189971293,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-30","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",191515901,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-08-31","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",194176380,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-01","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",196166473,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-02","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",198142390,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-03","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",200077775,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-04","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",201126108,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-05","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",201522079,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-06","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",203024669,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-07","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",203577189,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-08","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",205296045,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-09","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",207509808,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-10","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",209917761,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-11","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",211223433,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-12","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",211710814,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-13","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",213203733,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-14","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",215338063,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-15","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",217240047,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-16","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",218735998,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-17","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",221071595,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-18","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",222156927,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-19","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",222581680,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-20","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",223781527,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-21","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",225592884,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-22","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",227304555,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-23","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",229100357,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-24","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",230893002,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-25","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",231983152,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-26","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",232495892,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-27","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",233772505,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-28","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",235617220,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-29","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",237320144,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-09-30","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",239190412,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-01","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",241200485,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-02","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",242252204,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-03","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",242632087,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-04","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",243733571,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-05","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",245292452,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-06","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",247057054,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-07","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",248820533,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-08","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",250516351,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-09","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",251524115,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-10","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",252149684,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-11","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",253164892,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-12","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",253561158,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-13","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",254426529,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-14","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",256762148,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-15","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",258849471,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-16","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",260157865,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-17","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",260683274,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-18","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",261824131,"Total COVID-19 Vaccines Administered"
"country/BRA","BR","Brazil","CumulativeCount_Vaccine_COVID_19_Administered","2021-10-19","OWID_COVID19","https://ourworldindata.org/coronavirus","","","",263569544,"Total COVID-19 Vaccines Administered"
